id,text_raw,text_clean
1143,These haters are so desperate for Tom to beat Jon it’s hilarious watching them panic. The fight will be made and will be announced soon.,these haters are so desperate for tom to beat jon it s hilarious watching them panic  the fight will be made and will be announced soon
1144,Jones vs someone will happen at sometime in future 😂,jones vs someone will happen at sometime in future 😂
1145,"Забавно, бойцы, бойцы и Шакил в конце😅",забавно  бойцы  бойцы и шакил в конце😅
1146,Coach needs to back off,coach needs to back off
1147,They ruined chandler over Connor and now doing the same to Tom,they ruined chandler over connor and now doing the same to tom
1148,Absolutely love lyoto but come on bro no excuses the goat adapted to your fight and figured you out and defeated u,absolutely love lyoto but come on bro no excuses the goat adapted to your fight and figured you out and defeated u
1149,Jones won't fight for 5 million. But he'll do it for 10. Why,jones won t fight for 5 million  but he ll do it for 10  why
1150,DC is salty. Leaving out very important details,dc is salty  leaving out very important details
1151,Said the nobody dude has only four fights in the ufc bro has no ground to stand on that’s facts,said the nobody dude has only four fights in the ufc bro has no ground to stand on that s facts
1152,Prime McRae got woulda ripped him to schreads,prime mcrae got woulda ripped him to schreads
1153,"Aspinal begging for a payday.

But he isn’t one. 

Jones is only fighting for Glory or Pay, and giving respect to a fellow longtime warrior. And Stipe is also not fighting anyone else other than Jones. 

Aspinal needs to stop being a bitch and fight whoever is available and remain active, otherwise he’s wasting his time. 

And just for the record, there is nothing in it for Jones in fighting Aspinal. The entire UK 🇬🇧 is smaller than 35-40 of  the 50  states, and definitely less populated. 

Meaning no money. 

Hence the PPV for the UK fights are still US Time NOT UK…( Uk needs to wake up at 5/6am to watch the fights ) 

Jones is not hiding, you are a moron if you think Jones is afraid. 

Put the retirement money up right, and Jones will put a clinic on Ass-Pin-All and shut everyone up…Again.","aspinal begging for a payday 

but he isn t one  

jones is only fighting for glory or pay  and giving respect to a fellow longtime warrior  and stipe is also not fighting anyone else other than jones  

aspinal needs to stop being a bitch and fight whoever is available and remain active  otherwise he s wasting his time  

and just for the record  there is nothing in it for jones in fighting aspinal  the entire uk   is smaller than 35 40 of  the 50  states  and definitely less populated  

meaning no money  

hence the ppv for the uk fights are still us time not uk  uk needs to wake up at 5 6am to watch the fights   

jones is not hiding  you are a moron if you think jones is afraid  

put the retirement money up right  and jones will put a clinic on ass pin all and shut everyone up again"
1154,an absolutelly rolemodel i will miss u champ,an absolutelly rolemodel i will miss u champ
1155,"Awesome 😊, the greatest announcement in Ufc history. Glad clucky ducky will go on and fade away. Good ridance. Dana is secretly glad ducky is gone too.",awesome 😊  the greatest announcement in ufc history  glad clucky ducky will go on and fade away  good ridance  dana is secretly glad ducky is gone too
1156,It’s amazing how much of a coward Jon is now coz he’s “older” even tho Alex is his age and fights 3-4 times a year vs guys who are all younger and more experienced in MMA,it s amazing how much of a coward jon is now coz he s  older  even tho alex is his age and fights 3 4 times a year vs guys who are all younger and more experienced in mma
1157,Andre should have been given a free  hit with a baseball bat,andre should have been given a free  hit with a baseball bat
1158,Legends,legends
1159,"I highly doubt JJ would fight Ngannu either. He'll put on a front that its a fight he would want, but if some mystical shit happens and the ufc/Ngannou figure out the negotiations. I would think he would do the same thing hes doing to Tom. Thats just as a dangerous fight for him as it would be if it was Tom. I dont think he would risk it.",i highly doubt jj would fight ngannu either  he ll put on a front that its a fight he would want  but if some mystical shit happens and the ufc ngannou figure out the negotiations  i would think he would do the same thing hes doing to tom  thats just as a dangerous fight for him as it would be if it was tom  i dont think he would risk it
1160,Cormier will be back trust me. This time with cyborg eye,cormier will be back trust me  this time with cyborg eye
1161,Definitely a difference between a journalist and a paparazzo,definitely a difference between a journalist and a paparazzo
1162,Tbh he's dirty.. and foul but if it was a fight to the death.. hes the baddest man on the planet.,tbh he s dirty  and foul but if it was a fight to the death  hes the baddest man on the planet
1163,Jon Jones is the GOAT of crazy.,jon jones is the goat of crazy
1164,"20 minute interview with 2 minute intro??
The last 5 interviews have been less than an hour.
what is happening?","20 minute interview with 2 minute intro 
the last 5 interviews have been less than an hour 
what is happening"
1165,"😂😂😂… Fan s like to lol…
I understand both points of view , Stipe is a down to earth guy so he’s got a down to earth view of the world… Jon Joned is a natural born killer lol, So he’s got the view of … “Hey, I never hurt him or anyone he knows” why he don’t like me lololol…  We all know Alphas like Jon Jones … atleast most Sigma males do … that boy of yours that you call anytime you think you might have to go some there is trouble , and Will go out with him even when you don’t feel like it because your afraid he’s in one of those moods to seriously hurt someone if he finds trouble lololol… My boys name was Larry, we called him “G”  … He was a “Scalp Collector” for sure 💯💯💯🤣….  He only settled down about 3 years ago, when he was at a country bar late around 1am chilling playing pool and some racist ass hillbillies cracked him from behind with a bottle to the head and then jumped on him. 3-1… ended up in the hospital with a concussion and now has PTSD that he can’t get treatment go because of course police never caught the guys …  the bar owner must of known them because he deleted the video footage before the cops investigated the next couple days","😂😂😂  fan s like to lol 
i understand both points of view   stipe is a down to earth guy so he s got a down to earth view of the world  jon joned is a natural born killer lol  so he s got the view of    hey  i never hurt him or anyone he knows  why he don t like me lololol   we all know alphas like jon jones   atleast most sigma males do   that boy of yours that you call anytime you think you might have to go some there is trouble   and will go out with him even when you don t feel like it because your afraid he s in one of those moods to seriously hurt someone if he finds trouble lololol  my boys name was larry  we called him  g     he was a  scalp collector  for sure 💯💯💯🤣   he only settled down about 3 years ago  when he was at a country bar late around 1am chilling playing pool and some racist ass hillbillies cracked him from behind with a bottle to the head and then jumped on him  3 1  ended up in the hospital with a concussion and now has ptsd that he can t get treatment go because of course police never caught the guys    the bar owner must of known them because he deleted the video footage before the cops investigated the next couple days"
